Generation 	 MaximumFitness 	 AverageFitness 	 GeneticDiversity 
726          0.593789             0.564747                  0.029042 
727          0.593111             0.564546                  0.028565 
728          0.601556             0.564777                  0.036778 
729          0.589683             0.565123                  0.024560 
730          0.589811             0.565759                  0.024052 
731          0.593328             0.566307                  0.027020 
732          0.598356             0.565872                  0.032484 
733          0.592744             0.566139                  0.026606 
734          0.599611             0.566619                  0.032992 
735          0.594406             0.566509                  0.027897 
736          0.595150             0.566625                  0.028525 
737          0.595978             0.566523                  0.029455 
738          0.597939             0.566881                  0.031058 
739          0.596389             0.567005                  0.029384 
740          0.599917             0.566619                  0.033298 
741          0.596794             0.566965                  0.029830 
742          0.597256             0.566874                  0.030382 
743          0.595583             0.567441                  0.028142 
744          0.601150             0.567286                  0.033864 
745          0.597956             0.567326                  0.030629 
746          0.601567             0.567788                  0.033779 
747          0.593061             0.568023                  0.025038 
748          0.595406             0.567982                  0.027424 
749          0.605117             0.568615                  0.036502 
750          0.603128             0.569425                  0.033703 
751          0.599844             0.569942                  0.029902 
752          0.600133             0.570015                  0.030118 
753          0.603083             0.569323                  0.033760 
754          0.597650             0.569158                  0.028492 
755          0.601367             0.569457                  0.031910 
756          0.598772             0.569075                  0.029697 
757          0.595244             0.568711                  0.026534 
758          0.594133             0.569294                  0.024839 
759          0.597772             0.568896                  0.028876 
760          0.597667             0.569241                  0.028426 
761          0.604450             0.569541                  0.034909 
762          0.597044             0.570396                  0.026648 
763          0.601378             0.570842                  0.030536 
764          0.600928             0.571373                  0.029555 
765          0.604850             0.571405                  0.033445 
766          0.603206             0.571342                  0.031864 
767          0.603328             0.571768                  0.031560 
768          0.603044             0.571500                  0.031544 
769          0.602761             0.572400                  0.030361 
770          0.601039             0.572382                  0.028657 
771          0.609933             0.572304                  0.037630 
772          0.605483             0.572931                  0.032553 
773          0.610256             0.572684                  0.037571 
774          0.604594             0.573053                  0.031542 
775          0.606017             0.573611                  0.032405 
776          0.610728             0.574526                  0.036202 
777          0.610722             0.574735                  0.035987 
778          0.609756             0.574700                  0.035056 
779          0.604267             0.575566                  0.028701 
780          0.600944             0.575772                  0.025172 
781          0.607861             0.576056                  0.031805 
782          0.603672             0.576200                  0.027472 
783          0.600750             0.575990                  0.024760 
784          0.605883             0.576100                  0.029783 
785          0.612367             0.576549                  0.035818 
786          0.608533             0.576769                  0.031764 
787          0.617044             0.576985                  0.040059 
788          0.612478             0.576884                  0.035594 
789          0.605944             0.577240                  0.028704 
790          0.606461             0.577626                  0.028835 
791          0.611150             0.577912                  0.033238 
792          0.614678             0.578653                  0.036025 
793          0.604139             0.578197                  0.025942 
794          0.607417             0.578767                  0.028649 
795          0.610344             0.579528                  0.030816 
796          0.606667             0.579462                  0.027204 
797          0.608394             0.579485                  0.028909 
798          0.610850             0.579361                  0.031489 
799          0.608783             0.579177                  0.029607 
800          0.607472             0.579905                  0.027568 
801          0.608856             0.580691                  0.028165 
802          0.612861             0.580459                  0.032402 
803          0.614183             0.580837                  0.033347 
804          0.615539             0.580641                  0.034897 
805          0.609922             0.580328                  0.029594 
806          0.612844             0.580348                  0.032496 
807          0.611033             0.580729                  0.030304 
808          0.611983             0.581391                  0.030593 
809          0.613561             0.582325                  0.031236 
810          0.612250             0.583046                  0.029204 
811          0.622889             0.583512                  0.039377 
812          0.626794             0.583174                  0.043620 
813          0.612150             0.583721                  0.028429 
814          0.615956             0.584844                  0.031111 
815          0.617961             0.584674                  0.033287 
816          0.616144             0.584939                  0.031205 
817          0.620289             0.585011                  0.035278 
818          0.621783             0.584799                  0.036984 
819          0.613606             0.584416                  0.029190 
820          0.618094             0.584103                  0.033991 
821          0.611378             0.584001                  0.027377 
822          0.613506             0.583606                  0.029900 
823          0.614178             0.583504                  0.030674 
824          0.618339             0.583179                  0.035160 
825          0.611033             0.583780                  0.027254 
826          0.619033             0.584244                  0.034790 
827          0.614983             0.584661                  0.030323 
828          0.612717             0.584618                  0.028098 
829          0.613511             0.584400                  0.029111 
830          0.610294             0.584413                  0.025882 
831          0.613833             0.584366                  0.029468 
832          0.611561             0.584582                  0.026979 
833          0.616483             0.584141                  0.032342 
834          0.616100             0.583740                  0.032360 
835          0.614933             0.584007                  0.030927 
836          0.613922             0.584233                  0.029690 
837          0.613772             0.584234                  0.029538 
838          0.613478             0.583951                  0.029527 
839          0.615139             0.584589                  0.030550 
840          0.615222             0.584385                  0.030838 
841          0.617067             0.583603                  0.033464 
842          0.614128             0.583625                  0.030503 
843          0.611683             0.583349                  0.028335 
844          0.612828             0.584326                  0.028502 
845          0.612061             0.584129                  0.027932 
846          0.611428             0.584297                  0.027131 
847          0.614828             0.583784                  0.031044 
848          0.621850             0.583451                  0.038399 
849          0.617394             0.583977                  0.033417 
850          0.616722             0.583975                  0.032747 
851          0.615111             0.584497                  0.030614 
852          0.615061             0.584911                  0.030151 
853          0.612822             0.585105                  0.027717 
854          0.615839             0.585863                  0.029975 
855          0.618139             0.586344                  0.031795 
856          0.615328             0.585922                  0.029406 
857          0.619567             0.586553                  0.033014 
858          0.624333             0.586625                  0.037709 
859          0.627217             0.586944                  0.040272 
860          0.613578             0.586534                  0.027044 
861          0.620028             0.587053                  0.032974 
862          0.622889             0.586821                  0.036067 
863          0.615222             0.586647                  0.028575 
864          0.615994             0.586978                  0.029016 
865          0.617106             0.587268                  0.029837 
866          0.618428             0.587873                  0.030555 
867          0.615006             0.588179                  0.026826 
868          0.619222             0.588523                  0.030699 
869          0.616222             0.588231                  0.027991 
870          0.616250             0.588097                  0.028153 
871          0.617367             0.587738                  0.029629 
872          0.623467             0.587879                  0.035588 
873          0.618183             0.587981                  0.030203 
874          0.623611             0.587945                  0.035666 
875          0.617011             0.588116                  0.028896 
876          0.617928             0.587707                  0.030221 
877          0.621278             0.587561                  0.033717 
878          0.621078             0.587546                  0.033532 
879          0.618783             0.588136                  0.030647 
880          0.623050             0.587641                  0.035409 
881          0.620889             0.587942                  0.032946 
882          0.621983             0.587289                  0.034695 
883          0.620444             0.587576                  0.032869 
884          0.618044             0.588059                  0.029986 
885          0.617400             0.588669                  0.028731 
886          0.617217             0.588763                  0.028453 
887          0.616911             0.587963                  0.028948 
888          0.616628             0.587901                  0.028726 
889          0.615011             0.587730                  0.027281 
890          0.617417             0.587784                  0.029632 
891          0.618450             0.587420                  0.031030 
892          0.620300             0.587649                  0.032651 
893          0.624600             0.587672                  0.036928 
894          0.617772             0.587162                  0.030611 
895          0.617639             0.587298                  0.030341 
896          0.625067             0.588098                  0.036968 
897          0.622806             0.587845                  0.034961 
898          0.618956             0.587868                  0.031088 
899          0.624222             0.587771                  0.036452 
900          0.617883             0.587887                  0.029996 
901          0.619400             0.587883                  0.031517 
902          0.621172             0.588778                  0.032394 
903          0.619517             0.589098                  0.030419 
904          0.619917             0.588648                  0.031269 
905          0.618567             0.588457                  0.030110 
906          0.620539             0.588205                  0.032334 
907          0.618600             0.588014                  0.030586 
908          0.617550             0.588627                  0.028923 
909          0.618456             0.588411                  0.030045 
910          0.629161             0.588834                  0.040327 
911          0.618117             0.588745                  0.029372 
912          0.623967             0.588597                  0.035370 
913          0.624333             0.589318                  0.035016 
914          0.622561             0.590151                  0.032410 
915          0.619283             0.590067                  0.029216 
916          0.620856             0.590777                  0.030079 
917          0.618283             0.590627                  0.027657 
918          0.625333             0.590230                  0.035103 
919          0.616833             0.590275                  0.026558 
920          0.621761             0.590269                  0.031492 
921          0.620817             0.590380                  0.030437 
922          0.621783             0.590520                  0.031263 
923          0.626256             0.590274                  0.035981 
924          0.616600             0.590311                  0.026289 
925          0.621594             0.590722                  0.030872 
926          0.620322             0.590078                  0.030244 
927          0.617522             0.589418                  0.028104 
928          0.626039             0.589538                  0.036501 
929          0.622239             0.589008                  0.033231 
930          0.623150             0.588639                  0.034511 
931          0.620028             0.589039                  0.030989 
932          0.618150             0.588976                  0.029174 
933          0.621672             0.589159                  0.032513 
934          0.620500             0.589246                  0.031254 
935          0.622644             0.589634                  0.033010 
936          0.620950             0.589435                  0.031515 
937          0.620217             0.589314                  0.030902 
938          0.621089             0.590129                  0.030960 
939          0.624228             0.590249                  0.033979 
940          0.617383             0.590214                  0.027169 
941          0.617117             0.590474                  0.026643 
942          0.619400             0.590191                  0.029209 
943          0.630811             0.590754                  0.040057 
944          0.618050             0.590862                  0.027188 
945          0.618828             0.591420                  0.027408 
946          0.624711             0.591501                  0.033210 
947          0.622667             0.591545                  0.031121 
948          0.622244             0.591159                  0.031086 
949          0.629178             0.591227                  0.037951 
950          0.621467             0.591187                  0.030280 
951          0.620828             0.591479                  0.029349 
952          0.620967             0.591315                  0.029652 
953          0.620211             0.591363                  0.028848 
954          0.620311             0.590652                  0.029659 
955          0.624139             0.590000                  0.034139 
956          0.624106             0.589976                  0.034130 
957          0.623261             0.590172                  0.033089 
958          0.622806             0.589855                  0.032951 
959          0.621050             0.590377                  0.030673 
960          0.624450             0.590452                  0.033998 
961          0.624850             0.590059                  0.034791 
962          0.624322             0.590440                  0.033882 
963          0.624744             0.590029                  0.034715 
964          0.622500             0.590287                  0.032213 
965          0.622939             0.590593                  0.032346 
966          0.619944             0.590690                  0.029255 
967          0.618100             0.590679                  0.027421 
968          0.622561             0.590974                  0.031587 
969          0.620272             0.590710                  0.029562 
970          0.628194             0.590620                  0.037574 
971          0.620967             0.590583                  0.030383 
972          0.622511             0.591528                  0.030983 
973          0.621467             0.591434                  0.030033 
974          0.624989             0.591766                  0.033223 
975          0.626900             0.591871                  0.035029 
976          0.619922             0.591235                  0.028687 
977          0.628222             0.591493                  0.036730 
978          0.623356             0.591840                  0.031516 
979          0.621222             0.591809                  0.029413 
980          0.624661             0.592117                  0.032544 
981          0.623194             0.592209                  0.030986 
982          0.626711             0.592503                  0.034208 
983          0.622978             0.592522                  0.030455 
984          0.622589             0.592353                  0.030236 
985          0.621133             0.592952                  0.028181 
986          0.625239             0.592355                  0.032884 
987          0.634189             0.593062                  0.041127 
988          0.622617             0.593966                  0.028651 
989          0.624856             0.593286                  0.031570 
990          0.633383             0.593439                  0.039944 
991          0.624106             0.593199                  0.030907 
992          0.622733             0.593003                  0.029731 
993          0.630106             0.592688                  0.037417 
994          0.623239             0.592392                  0.030847 
995          0.623411             0.592402                  0.031009 
996          0.625739             0.593797                  0.031941 
997          0.626872             0.594450                  0.032423 
998          0.624817             0.594858                  0.029959 
999          0.626906             0.594851                  0.032055 
1000          0.626406             0.594667                  0.031739 
1001          0.625022             0.594004                  0.031018 
1002          0.623839             0.594225                  0.029614 
1003          0.627544             0.594413                  0.033131 
1004          0.622989             0.594137                  0.028852 
1005          0.623700             0.594465                  0.029235 
1006          0.627117             0.594641                  0.032476 
1007          0.630967             0.595103                  0.035864 
1008          0.629667             0.595873                  0.033794 
1009          0.635922             0.595649                  0.040273 
1010          0.632911             0.595305                  0.037607 
1011          0.631344             0.595485                  0.035859 
1012          0.626844             0.596056                  0.030789 
1013          0.623461             0.596184                  0.027277 
1014          0.624983             0.596727                  0.028256 
1015          0.626528             0.596441                  0.030087 
1016          0.621267             0.596318                  0.024949 
1017          0.623906             0.596521                  0.027385 
1018          0.625917             0.596180                  0.029737 
1019          0.629967             0.596285                  0.033682 
1020          0.633411             0.596751                  0.036660 
1021          0.633306             0.596942                  0.036363 
1022          0.633144             0.597582                  0.035563 
1023          0.623978             0.597351                  0.026627 
1024          0.627156             0.597443                  0.029713 
1025          0.628078             0.597637                  0.030441 
1026          0.625794             0.598219                  0.027575 
1027          0.630067             0.598056                  0.032011 
1028          0.640539             0.598177                  0.042362 
1029          0.630256             0.598088                  0.032168 
1030          0.631811             0.598584                  0.033227 
1031          0.626256             0.599001                  0.027254 
1032          0.628333             0.599382                  0.028952 
1033          0.631933             0.599581                  0.032353 
1034          0.635083             0.599260                  0.035823 
1035          0.635311             0.599669                  0.035642 
1036          0.634528             0.600707                  0.033821 
1037          0.632133             0.600637                  0.031496 
1038          0.630483             0.601133                  0.029351 
1039          0.632017             0.600719                  0.031297 
1040          0.631822             0.600644                  0.031178 
1041          0.638078             0.601179                  0.036898 
1042          0.630406             0.602063                  0.028342 
1043          0.629878             0.602368                  0.027510 
1044          0.637506             0.602716                  0.034789 
1045          0.635028             0.602464                  0.032564 
1046          0.636333             0.603293                  0.033041 
1047          0.639717             0.603838                  0.035878 
1048          0.632922             0.603834                  0.029088 
1049          0.641856             0.604261                  0.037594 
1050          0.640217             0.604452                  0.035765 
1051          0.634706             0.604492                  0.030214 
1052          0.639856             0.603871                  0.035985 
1053          0.634117             0.603716                  0.030401 
1054          0.635656             0.603159                  0.032496 
1055          0.634789             0.603696                  0.031092 
1056          0.638850             0.604159                  0.034691 
1057          0.636900             0.604073                  0.032827 
1058          0.629922             0.604003                  0.025919 
1059          0.636822             0.604535                  0.032287 
1060          0.638639             0.604871                  0.033768 
1061          0.632183             0.604636                  0.027547 
1062          0.643139             0.604607                  0.038532 
1063          0.641772             0.603839                  0.037933 
1064          0.633333             0.603287                  0.030046 
1065          0.637317             0.602672                  0.034644 
1066          0.633183             0.602249                  0.030934 
1067          0.634617             0.602406                  0.032211 
1068          0.636567             0.602400                  0.034167 
1069          0.629700             0.602067                  0.027633 
1070          0.633517             0.602341                  0.031176 
1071          0.638194             0.602891                  0.035303 
1072          0.635622             0.603513                  0.032109 
1073          0.629694             0.603040                  0.026654 
1074          0.637300             0.603511                  0.033789 
1075          0.636972             0.603378                  0.033594 
1076          0.633989             0.603788                  0.030201 
1077          0.635472             0.603863                  0.031609 
1078          0.634806             0.604347                  0.030458 
1079          0.644539             0.604356                  0.040183 
1080          0.645989             0.605131                  0.040858 
1081          0.643561             0.605332                  0.038230 
1082          0.635839             0.605256                  0.030583 
1083          0.633417             0.605060                  0.028357 
1084          0.636994             0.605043                  0.031951 
1085          0.637844             0.605188                  0.032656 
1086          0.634294             0.604901                  0.029393 
1087          0.640117             0.604654                  0.035463 
1088          0.632228             0.604124                  0.028103 
1089          0.648250             0.604263                  0.043987 
1090          0.632856             0.604799                  0.028057 
1091          0.636033             0.604703                  0.031330 
1092          0.646917             0.605100                  0.041817 
1093          0.641878             0.604301                  0.037577 
1094          0.635678             0.604731                  0.030947 
1095          0.639133             0.604222                  0.034911 
1096          0.634656             0.604447                  0.030209 
1097          0.634600             0.604128                  0.030472 
1098          0.635944             0.603753                  0.032192 
1099          0.632567             0.604073                  0.028494 
1100          0.639761             0.604271                  0.035490 
1101          0.643033             0.604382                  0.038651 
1102          0.635267             0.604497                  0.030769 
1103          0.635972             0.605142                  0.030830 
1104          0.632367             0.605337                  0.027030 
1105          0.631806             0.604974                  0.026832 
1106          0.638283             0.605042                  0.033242 
1107          0.636300             0.605348                  0.030952 
1108          0.635233             0.606335                  0.028898 
1109          0.640189             0.606609                  0.033580 
1110          0.639400             0.606348                  0.033052 
1111          0.642333             0.605581                  0.036752 
1112          0.637372             0.606214                  0.031159 
1113          0.635294             0.606575                  0.028719 
1114          0.634350             0.606545                  0.027805 
1115          0.641772             0.605960                  0.035812 
1116          0.635850             0.605853                  0.029997 
1117          0.639261             0.606010                  0.033251 
1118          0.645172             0.606750                  0.038422 
1119          0.641200             0.607120                  0.034080 
1120          0.638628             0.606612                  0.032016 
1121          0.643322             0.606811                  0.036511 
1122          0.636606             0.606404                  0.030202 
1123          0.639450             0.606090                  0.033360 
1124          0.642350             0.605478                  0.036872 
1125          0.635606             0.605720                  0.029886 
1126          0.635400             0.606247                  0.029153 
1127          0.635533             0.606533                  0.029000 
1128          0.642583             0.606227                  0.036357 
1129          0.637739             0.606285                  0.031453 
1130          0.643650             0.606644                  0.037006 
1131          0.637839             0.606934                  0.030904 
1132          0.633689             0.606973                  0.026716 
1133          0.641989             0.607068                  0.034921 
1134          0.638172             0.606818                  0.031354 
1135          0.635889             0.606423                  0.029465 
1136          0.633567             0.605815                  0.027751 
1137          0.637150             0.606196                  0.030954 
1138          0.636206             0.605925                  0.030280 
1139          0.632067             0.604920                  0.027146 
1140          0.635228             0.604859                  0.030369 
1141          0.636322             0.604730                  0.031592 
1142          0.636256             0.605402                  0.030854 
1143          0.631194             0.605412                  0.025782 
1144          0.638111             0.605484                  0.032627 
1145          0.639950             0.605774                  0.034176 
1146          0.639350             0.605869                  0.033481 
1147          0.644639             0.606310                  0.038328 
1148          0.638733             0.606230                  0.032504 
1149          0.638244             0.606106                  0.032138 
1150          0.638500             0.606402                  0.032098 
1151          0.636172             0.606322                  0.029850 
1152          0.648117             0.606575                  0.041542 
1153          0.641328             0.607227                  0.034101 
1154          0.638567             0.607040                  0.031527 
1155          0.638256             0.606782                  0.031473 
1156          0.641911             0.606766                  0.035145 
1157          0.642683             0.606679                  0.036004 
1158          0.641839             0.606895                  0.034944 
1159          0.641533             0.607568                  0.033966 
1160          0.641250             0.607820                  0.033430 
1161          0.641794             0.607665                  0.034129 
1162          0.639167             0.608195                  0.030971 
1163          0.642050             0.608887                  0.033163 
1164          0.643450             0.609135                  0.034315 
1165          0.645683             0.610239                  0.035445 
1166          0.642739             0.610447                  0.032291 
1167          0.644117             0.609774                  0.034343 
1168          0.642922             0.610040                  0.032882 
1169          0.645783             0.609812                  0.035971 
1170          0.641133             0.609519                  0.031614 
1171          0.638350             0.609728                  0.028622 
1172          0.640528             0.609344                  0.031184 
1173          0.639950             0.609042                  0.030908 
1174          0.644100             0.609136                  0.034964 
1175          0.640794             0.609099                  0.031695 
1176          0.646517             0.609180                  0.037337 
1177          0.637278             0.609816                  0.027462 
1178          0.641539             0.609405                  0.032134 
1179          0.639322             0.608935                  0.030387 
1180          0.636283             0.608717                  0.027566 
1181          0.646000             0.608796                  0.037204 
1182          0.639433             0.608070                  0.031363 
1183          0.640078             0.607617                  0.032461 
1184          0.644817             0.607930                  0.036887 
1185          0.639833             0.607985                  0.031849 
1186          0.639850             0.607772                  0.032078 
1187          0.638589             0.607755                  0.030834 
1188          0.642111             0.607498                  0.034613 
1189          0.636106             0.607818                  0.028288 
1190          0.635789             0.607784                  0.028004 
1191          0.638772             0.608399                  0.030373 
1192          0.645044             0.607876                  0.037168 
1193          0.646183             0.607869                  0.038314 
1194          0.639633             0.608299                  0.031334 
1195          0.638722             0.608390                  0.030332 
1196          0.643050             0.608752                  0.034298 
1197          0.639094             0.608963                  0.030131 
1198          0.641372             0.608491                  0.032881 
1199          0.644800             0.608889                  0.035911 
1200          0.638961             0.608909                  0.030052 
1201          0.637367             0.609105                  0.028262 
1202          0.637328             0.609681                  0.027647 
1203          0.642161             0.609091                  0.033070 
1204          0.645189             0.607787                  0.037402 
1205          0.641217             0.607333                  0.033883 
1206          0.639167             0.607327                  0.031840 
1207          0.637272             0.607166                  0.030106 
1208          0.635789             0.606596                  0.029193 
1209          0.637733             0.606431                  0.031303 
1210          0.649772             0.606397                  0.043375 
1211          0.640117             0.606737                  0.033379 
1212          0.636694             0.606423                  0.030271 
1213          0.641450             0.606618                  0.034832 
1214          0.644128             0.606769                  0.037359 
1215          0.634983             0.606849                  0.028134 
1216          0.640656             0.606987                  0.033669 
1217          0.646167             0.608118                  0.038049 
1218          0.640339             0.608688                  0.031650 
1219          0.641939             0.608283                  0.033656 
1220          0.643906             0.608353                  0.035552 
1221          0.639317             0.609242                  0.030075 
1222          0.638689             0.608676                  0.030013 
1223          0.641578             0.608947                  0.032631 
1224          0.641556             0.609288                  0.032268 
1225          0.639278             0.608891                  0.030387 
1226          0.638244             0.608851                  0.029393 
1227          0.637050             0.608689                  0.028361 
1228          0.638406             0.607910                  0.030495 
1229          0.639428             0.608465                  0.030962 
1230          0.641300             0.608816                  0.032484 
1231          0.636183             0.608368                  0.027815 
1232          0.643644             0.609105                  0.034540 
1233          0.637311             0.608729                  0.028582 
1234          0.641511             0.608356                  0.033155 
1235          0.639317             0.609260                  0.030057 
1236          0.638300             0.609215                  0.029085 
1237          0.636561             0.608777                  0.027784 
1238          0.647683             0.608650                  0.039034 
1239          0.644061             0.608156                  0.035905 
1240          0.641828             0.608767                  0.033061 
1241          0.645389             0.608432                  0.036957 
1242          0.641572             0.608623                  0.032949 
1243          0.648267             0.608781                  0.039486 
1244          0.638328             0.608191                  0.030137 
1245          0.648272             0.608394                  0.039879 
1246          0.636544             0.607623                  0.028921 
1247          0.640744             0.607561                  0.033184 
1248          0.639706             0.607678                  0.032028 
1249          0.639894             0.607537                  0.032357 
1250          0.643372             0.607685                  0.035687 
1251          0.641639             0.608225                  0.033414 
1252          0.644383             0.608549                  0.035834 
1253          0.640094             0.609043                  0.031052 
1254          0.641744             0.608445                  0.033300 
1255          0.639283             0.608536                  0.030748 
1256          0.639544             0.608912                  0.030633 
1257          0.637861             0.609023                  0.028838 
1258          0.638961             0.609223                  0.029738 
1259          0.640411             0.609697                  0.030714 
1260          0.636350             0.608501                  0.027849 
1261          0.638428             0.607860                  0.030568 
1262          0.642811             0.607444                  0.035367 
1263          0.641683             0.606825                  0.034859 
1264          0.638278             0.606980                  0.031297 
1265          0.649428             0.606783                  0.042645 
1266          0.638661             0.607431                  0.031230 
1267          0.636428             0.607645                  0.028783 
1268          0.642172             0.607116                  0.035056 
1269          0.636739             0.607128                  0.029611 
1270          0.638850             0.606501                  0.032349 
1271          0.635017             0.606755                  0.028262 
1272          0.636828             0.606506                  0.030321 
1273          0.638006             0.606215                  0.031791 
1274          0.636750             0.606468                  0.030282 
1275          0.637733             0.606486                  0.031247 
1276          0.644328             0.606463                  0.037865 
1277          0.638544             0.606421                  0.032124 
1278          0.635756             0.606364                  0.029391 
1279          0.641011             0.606345                  0.034666 
1280          0.637239             0.605818                  0.031421 
1281          0.631978             0.605804                  0.026174 
1282          0.639933             0.605964                  0.033970 
1283          0.638694             0.606964                  0.031730 
1284          0.636200             0.607166                  0.029034 
1285          0.636056             0.607613                  0.028443 
1286          0.642211             0.608167                  0.034044 
1287          0.644250             0.608675                  0.035575 
1288          0.638639             0.609118                  0.029521 
1289          0.639461             0.609117                  0.030344 
1290          0.641589             0.608621                  0.032968 
1291          0.647900             0.608622                  0.039278 
1292          0.640461             0.608525                  0.031936 
1293          0.641089             0.608978                  0.032111 
1294          0.642972             0.609176                  0.033796 
1295          0.639194             0.609228                  0.029966 
1296          0.641822             0.609473                  0.032349 
1297          0.640811             0.609639                  0.031172 
1298          0.641383             0.610137                  0.031246 
1299          0.639483             0.610775                  0.028708 
1300          0.647089             0.610771                  0.036318 
1301          0.642394             0.610684                  0.031711 
1302          0.642139             0.610511                  0.031628 
1303          0.641339             0.611012                  0.030327 
1304          0.639544             0.610634                  0.028911 
1305          0.648344             0.610910                  0.037434 
1306          0.641906             0.609655                  0.032250 
1307          0.645533             0.610270                  0.035263 
1308          0.647672             0.610562                  0.037110 
1309          0.651050             0.610613                  0.040437 
1310          0.644939             0.610172                  0.034767 
1311          0.641422             0.609708                  0.031714 
1312          0.644039             0.610213                  0.033826 
1313          0.641617             0.609898                  0.031719 
1314          0.647383             0.610215                  0.037168 
1315          0.646089             0.610620                  0.035469 
1316          0.643439             0.610346                  0.033093 
1317          0.645417             0.610690                  0.034727 
1318          0.645044             0.609999                  0.035046 
1319          0.646044             0.610148                  0.035897 
1320          0.639611             0.610807                  0.028805 
1321          0.645250             0.610983                  0.034267 
1322          0.639222             0.610441                  0.028781 
1323          0.640028             0.611168                  0.028860 
1324          0.644422             0.611080                  0.033342 
1325          0.642900             0.611501                  0.031399 
1326          0.644917             0.612036                  0.032881 
1327          0.644911             0.611599                  0.033313 
1328          0.649683             0.611760                  0.037923 
1329          0.642694             0.612179                  0.030515 
1330          0.643444             0.611370                  0.032074 
1331          0.648956             0.611522                  0.037434 
1332          0.646794             0.611616                  0.035178 
1333          0.650022             0.611698                  0.038324 
1334          0.650411             0.611913                  0.038498 
1335          0.646778             0.611988                  0.034790 
1336          0.644594             0.612591                  0.032003 
1337          0.651311             0.612749                  0.038562 
1338          0.643194             0.612416                  0.030778 
1339          0.646050             0.612251                  0.033799 
1340          0.641250             0.611362                  0.029888 
1341          0.648428             0.611347                  0.037081 
1342          0.644333             0.611442                  0.032892 
1343          0.643717             0.611742                  0.031975 
1344          0.641261             0.612399                  0.028862 
1345          0.644417             0.611773                  0.032644 
1346          0.643911             0.612096                  0.031815 
1347          0.644600             0.612052                  0.032548 
1348          0.642267             0.611566                  0.030701 
1349          0.642294             0.612226                  0.030069 
1350          0.641039             0.612324                  0.028715 
1351          0.640028             0.611911                  0.028117 
1352          0.640311             0.611833                  0.028478 
1353          0.645150             0.611746                  0.033404 
1354          0.643656             0.612175                  0.031480 
1355          0.642922             0.611771                  0.031151 
1356          0.641528             0.611785                  0.029743 
1357          0.644128             0.612147                  0.031981 
1358          0.647528             0.611957                  0.035571 
1359          0.647172             0.611839                  0.035333 
1360          0.645328             0.611478                  0.033850 
1361          0.641983             0.611814                  0.030169 
1362          0.643572             0.611623                  0.031949 
1363          0.650811             0.612117                  0.038694 
1364          0.642506             0.612207                  0.030298 
1365          0.653117             0.612705                  0.040412 
1366          0.650922             0.612284                  0.038638 
1367          0.641933             0.612649                  0.029284 
1368          0.645133             0.612907                  0.032226 
1369          0.643878             0.612731                  0.031147 
1370          0.642656             0.611841                  0.030815 
1371          0.645911             0.611592                  0.034320 
1372          0.642956             0.612276                  0.030680 
1373          0.651056             0.611909                  0.039146 
1374          0.643478             0.611808                  0.031669 
1375          0.643800             0.612677                  0.031123 
1376          0.649611             0.612353                  0.037258 
1377          0.641500             0.612276                  0.029224 
1378          0.646867             0.612439                  0.034428 
1379          0.656606             0.612712                  0.043894 
1380          0.646278             0.612979                  0.033299 
1381          0.646028             0.612129                  0.033899 
1382          0.640483             0.612058                  0.028426 
1383          0.645533             0.611460                  0.034073 
1384          0.646111             0.611098                  0.035013 
1385          0.643739             0.610193                  0.033546 
1386          0.644656             0.610202                  0.034453 
1387          0.646694             0.609875                  0.036819 
1388          0.642500             0.609184                  0.033316 
1389          0.642006             0.609687                  0.032318 
1390          0.638872             0.609388                  0.029484 
1391          0.640278             0.609083                  0.031195 
1392          0.640228             0.609161                  0.031067 
1393          0.643022             0.609099                  0.033923 
1394          0.639028             0.608692                  0.030336 
1395          0.639800             0.607982                  0.031818 
1396          0.639622             0.607540                  0.032082 
1397          0.640656             0.607394                  0.033262 
1398          0.637694             0.607538                  0.030156 
1399          0.635456             0.607690                  0.027765 
1400          0.647972             0.607434                  0.040538 
1401          0.643817             0.607238                  0.036579 
1402          0.635906             0.607471                  0.028435 
1403          0.638450             0.607843                  0.030607 
1404          0.638078             0.607419                  0.030659 
1405          0.638811             0.607917                  0.030894 
1406          0.644278             0.607538                  0.036740 
1407          0.642000             0.608490                  0.033510 
1408          0.638361             0.608359                  0.030002 
1409          0.637083             0.608671                  0.028412 
1410          0.643700             0.608479                  0.035221 
1411          0.640628             0.608582                  0.032046 
1412          0.642644             0.608203                  0.034442 
1413          0.643289             0.608225                  0.035064 
1414          0.643444             0.608792                  0.034652 
1415          0.640900             0.608460                  0.032440 
1416          0.647006             0.608742                  0.038264 
1417          0.638150             0.609031                  0.029119 
1418          0.641856             0.609004                  0.032851 
1419          0.641700             0.608496                  0.033204 
1420          0.640044             0.608314                  0.031730 
1421          0.640233             0.608743                  0.031490 
1422          0.643322             0.608980                  0.034342 
1423          0.640806             0.608889                  0.031917 
1424          0.637089             0.608680                  0.028409 
1425          0.641183             0.609207                  0.031976 
1426          0.640317             0.609307                  0.031010 
1427          0.639267             0.609799                  0.029467 
1428          0.646050             0.609752                  0.036298 
1429          0.640983             0.609971                  0.031013 
1430          0.649839             0.610600                  0.039239 
1431          0.647000             0.610876                  0.036124 
1432          0.642278             0.610716                  0.031562 
1433          0.649333             0.611468                  0.037865 
1434          0.638967             0.611686                  0.027280 
1435          0.640239             0.611378                  0.028861 
1436          0.642144             0.611219                  0.030925 
