Generation 	 MaximumFitness 	 AverageFitness 	 GeneticDiversity 
732          0.837037             0.791372                  0.045665 
733          0.832500             0.789718                  0.042782 
734          0.825278             0.789701                  0.035577 
735          0.822500             0.787654                  0.034846 
736          0.831019             0.786059                  0.044959 
737          0.826296             0.785470                  0.040826 
738          0.828889             0.786412                  0.042477 
739          0.827870             0.789072                  0.038798 
740          0.834815             0.788832                  0.045983 
741          0.831019             0.790238                  0.040780 
742          0.848889             0.789347                  0.059542 
743          0.843611             0.789245                  0.054366 
744          0.838981             0.788758                  0.050224 
745          0.833333             0.787804                  0.045529 
746          0.830741             0.786094                  0.044647 
747          0.827222             0.787601                  0.039621 
748          0.841574             0.786496                  0.055078 
749          0.841759             0.787144                  0.054615 
750          0.832315             0.788493                  0.043822 
751          0.837778             0.787418                  0.050360 
752          0.829630             0.786612                  0.043018 
753          0.836296             0.783509                  0.052787 
754          0.845648             0.783915                  0.061733 
755          0.827685             0.784597                  0.043088 
756          0.838148             0.784244                  0.053904 
757          0.827407             0.783638                  0.043769 
758          0.826481             0.784984                  0.041497 
759          0.834815             0.786185                  0.048630 
760          0.828796             0.787016                  0.041780 
761          0.830185             0.787264                  0.042921 
762          0.827407             0.787251                  0.040156 
763          0.828796             0.785349                  0.043448 
764          0.825185             0.783911                  0.041274 
765          0.823704             0.783983                  0.039720 
766          0.840463             0.785339                  0.055124 
767          0.839630             0.786126                  0.053504 
768          0.826204             0.787556                  0.038647 
769          0.833241             0.787989                  0.045252 
770          0.843519             0.790777                  0.052741 
771          0.844167             0.793012                  0.051155 
772          0.845833             0.795115                  0.050718 
773          0.834722             0.796911                  0.037811 
774          0.839352             0.796803                  0.042549 
775          0.832870             0.795505                  0.037365 
776          0.830370             0.793196                  0.037175 
777          0.845370             0.793740                  0.051630 
778          0.835741             0.794214                  0.041526 
779          0.839722             0.794707                  0.045015 
780          0.840926             0.795296                  0.045630 
781          0.833704             0.795756                  0.037948 
782          0.837037             0.797807                  0.039230 
783          0.836574             0.794056                  0.042518 
784          0.841204             0.793656                  0.047547 
785          0.844259             0.794900                  0.049359 
786          0.852315             0.793889                  0.058425 
787          0.860370             0.798485                  0.061886 
788          0.846204             0.798527                  0.047676 
789          0.843056             0.798831                  0.044225 
790          0.849444             0.799312                  0.050133 
791          0.849352             0.800911                  0.048441 
792          0.851574             0.799190                  0.052384 
793          0.845370             0.801535                  0.043835 
794          0.850648             0.801494                  0.049154 
795          0.845556             0.800671                  0.044884 
796          0.850370             0.803119                  0.047252 
797          0.846667             0.801667                  0.045000 
798          0.844537             0.804376                  0.040161 
799          0.848611             0.806469                  0.042142 
800          0.843426             0.806647                  0.036779 
801          0.843889             0.806931                  0.036958 
802          0.849259             0.808117                  0.041143 
803          0.854074             0.809042                  0.045032 
804          0.859630             0.810666                  0.048963 
805          0.870278             0.814030                  0.056248 
806          0.854815             0.815096                  0.039719 
807          0.863056             0.815415                  0.047641 
808          0.854259             0.816809                  0.037450 
809          0.860926             0.817992                  0.042934 
810          0.863241             0.820905                  0.042336 
811          0.874722             0.819826                  0.054896 
812          0.860185             0.820575                  0.039610 
813          0.861852             0.818147                  0.043705 
814          0.859907             0.818942                  0.040966 
815          0.857685             0.820700                  0.036985 
816          0.860370             0.820644                  0.039727 
817          0.869907             0.821373                  0.048535 
818          0.872593             0.821420                  0.051173 
819          0.878148             0.821578                  0.056570 
820          0.876019             0.821685                  0.054333 
821          0.866852             0.823008                  0.043844 
822          0.872500             0.823261                  0.049239 
823          0.860648             0.823462                  0.037187 
824          0.861296             0.824239                  0.037057 
825          0.859259             0.821905                  0.037354 
826          0.854259             0.821146                  0.033113 
827          0.863704             0.822080                  0.041624 
828          0.866111             0.825344                  0.040767 
829          0.869815             0.827972                  0.041843 
830          0.869630             0.827854                  0.041775 
831          0.865648             0.828762                  0.036887 
832          0.887407             0.828945                  0.058463 
833          0.882222             0.827372                  0.054850 
834          0.876019             0.827803                  0.048215 
835          0.886944             0.831641                  0.055303 
836          0.877500             0.834187                  0.043313 
837          0.871759             0.834338                  0.037422 
838          0.877315             0.833843                  0.043472 
839          0.877870             0.832984                  0.044886 
840          0.870278             0.835172                  0.035106 
841          0.873981             0.835161                  0.038821 
842          0.873056             0.834530                  0.038526 
843          0.877407             0.833654                  0.043754 
844          0.885370             0.831256                  0.054115 
845          0.872407             0.834002                  0.038405 
846          0.881667             0.835018                  0.046649 
847          0.868704             0.832521                  0.036182 
848          0.879259             0.833926                  0.045333 
849          0.882037             0.836168                  0.045869 
850          0.880463             0.834972                  0.045491 
851          0.878981             0.839544                  0.039438 
852          0.885926             0.839875                  0.046051 
853          0.887130             0.839995                  0.047134 
854          0.886296             0.842555                  0.043741 
855          0.888333             0.842248                  0.046085 
856          0.879167             0.842132                  0.037034 
857          0.876759             0.839164                  0.037595 
858          0.873704             0.837364                  0.036339 
859          0.883981             0.835618                  0.048363 
860          0.872963             0.834859                  0.038104 
861          0.884815             0.834834                  0.049981 
862          0.875833             0.832766                  0.043067 
863          0.880926             0.832006                  0.048920 
864          0.872407             0.833588                  0.038819 
865          0.870370             0.834780                  0.035591 
866          0.875741             0.832728                  0.043012 
867          0.882685             0.833266                  0.049419 
868          0.874722             0.833821                  0.040901 
869          0.886944             0.833788                  0.053157 
870          0.875833             0.834085                  0.041749 
871          0.884815             0.835613                  0.049202 
872          0.881389             0.838593                  0.042796 
873          0.882593             0.838725                  0.043868 
874          0.875741             0.838332                  0.037409 
875          0.869074             0.837571                  0.031503 
876          0.875463             0.835694                  0.039769 
877          0.879259             0.836407                  0.042852 
878          0.879444             0.835566                  0.043879 
879          0.876667             0.835859                  0.040807 
880          0.881574             0.836011                  0.045563 
881          0.877222             0.834374                  0.042848 
882          0.868056             0.831946                  0.036110 
883          0.875185             0.833428                  0.041757 
884          0.873426             0.834201                  0.039225 
885          0.876759             0.834300                  0.042459 
886          0.879259             0.834577                  0.044682 
887          0.875000             0.835112                  0.039888 
888          0.883611             0.834962                  0.048649 
889          0.875278             0.837264                  0.038013 
890          0.893519             0.837260                  0.056258 
891          0.888333             0.837730                  0.050603 
892          0.883148             0.837255                  0.045893 
893          0.883981             0.841196                  0.042785 
894          0.885926             0.841435                  0.044491 
895          0.882593             0.843059                  0.039533 
896          0.886389             0.844240                  0.042149 
897          0.882222             0.843674                  0.038549 
898          0.889352             0.843514                  0.045837 
899          0.893519             0.842573                  0.050946 
900          0.894074             0.843049                  0.051025 
901          0.883611             0.842622                  0.040989 
902          0.887870             0.841331                  0.046539 
903          0.892593             0.841881                  0.050712 
904          0.885556             0.839720                  0.045835 
905          0.879259             0.839234                  0.040025 
906          0.889444             0.839585                  0.049860 
907          0.886019             0.839681                  0.046338 
908          0.879444             0.840505                  0.038939 
909          0.888889             0.840016                  0.048873 
910          0.885463             0.836030                  0.049433 
911          0.877500             0.834130                  0.043370 
912          0.880093             0.830055                  0.050038 
913          0.875278             0.833424                  0.041854 
914          0.887315             0.833472                  0.053843 
915          0.883426             0.839608                  0.043818 
916          0.882500             0.839731                  0.042769 
917          0.889074             0.840440                  0.048634 
918          0.873704             0.840448                  0.033256 
919          0.884167             0.840587                  0.043580 
920          0.882315             0.840098                  0.042217 
921          0.884907             0.841561                  0.043346 
922          0.884815             0.842519                  0.042295 
923          0.885185             0.843235                  0.041950 
924          0.885185             0.841127                  0.044058 
925          0.886944             0.842013                  0.044931 
926          0.889259             0.843126                  0.046133 
927          0.881944             0.843494                  0.038451 
928          0.880093             0.840383                  0.039709 
929          0.879630             0.838255                  0.041375 
930          0.897870             0.838020                  0.059850 
931          0.890093             0.839218                  0.050875 
932          0.892685             0.840107                  0.052578 
933          0.888333             0.840276                  0.048057 
934          0.883241             0.840238                  0.043003 
935          0.881481             0.839979                  0.041503 
936          0.891389             0.840170                  0.051219 
937          0.885278             0.842772                  0.042506 
938          0.891759             0.843673                  0.048086 
939          0.883611             0.844898                  0.038713 
940          0.888889             0.843539                  0.045350 
941          0.884352             0.842133                  0.042219 
942          0.885741             0.845058                  0.040682 
943          0.882130             0.845683                  0.036447 
944          0.883333             0.845747                  0.037587 
945          0.881111             0.839892                  0.041219 
946          0.883056             0.840480                  0.042576 
947          0.877500             0.842322                  0.035178 
948          0.890556             0.843424                  0.047131 
949          0.886944             0.844545                  0.042399 
950          0.886296             0.844196                  0.042100 
951          0.886111             0.846166                  0.039945 
952          0.883704             0.846576                  0.037127 
953          0.885556             0.845177                  0.040378 
954          0.888056             0.844090                  0.043966 
955          0.882500             0.842800                  0.039700 
956          0.892593             0.845372                  0.047220 
957          0.898519             0.847288                  0.051231 
958          0.891944             0.846946                  0.044998 
959          0.886389             0.846774                  0.039615 
960          0.894352             0.844222                  0.050130 
961          0.886759             0.843218                  0.043542 
962          0.880278             0.842042                  0.038236 
963          0.885278             0.842112                  0.043166 
964          0.883796             0.841514                  0.042282 
965          0.886944             0.842999                  0.043946 
966          0.882407             0.842679                  0.039729 
967          0.891667             0.841730                  0.049937 
968          0.884352             0.842233                  0.042119 
969          0.877963             0.842091                  0.035872 
970          0.889630             0.842246                  0.047384 
971          0.877870             0.842186                  0.035685 
972          0.883704             0.843072                  0.040632 
973          0.891204             0.842037                  0.049167 
974          0.889907             0.843762                  0.046146 
975          0.886389             0.845000                  0.041389 
976          0.886759             0.847613                  0.039146 
977          0.896296             0.849214                  0.047082 
978          0.901019             0.847421                  0.053597 
979          0.900278             0.849084                  0.051194 
980          0.888889             0.849282                  0.039607 
981          0.890463             0.849398                  0.041065 
982          0.903704             0.850923                  0.052781 
983          0.896111             0.853180                  0.042931 
984          0.892685             0.853804                  0.038881 
985          0.892500             0.850604                  0.041896 
986          0.898889             0.851426                  0.047462 
987          0.895648             0.851800                  0.043848 
988          0.895185             0.853923                  0.041262 
989          0.886296             0.853971                  0.032325 
990          0.886759             0.853395                  0.033364 
991          0.895833             0.852894                  0.042939 
992          0.895741             0.853131                  0.042610 
993          0.906019             0.854073                  0.051946 
994          0.897037             0.852486                  0.044551 
995          0.909907             0.850902                  0.059006 
996          0.897685             0.853071                  0.044614 
997          0.892500             0.851556                  0.040944 
998          0.894259             0.852866                  0.041394 
999          0.895926             0.851862                  0.044064 
1000          0.910741             0.853988                  0.056753 
1001          0.903704             0.854222                  0.049481 
1002          0.906481             0.853200                  0.053282 
1003          0.896296             0.852150                  0.044146 
1004          0.893981             0.850763                  0.043218 
1005          0.894815             0.848872                  0.045943 
1006          0.899537             0.848806                  0.050731 
1007          0.895648             0.849528                  0.046120 
1008          0.891759             0.848135                  0.043624 
1009          0.900278             0.848119                  0.052159 
1010          0.887315             0.846173                  0.041142 
1011          0.890463             0.843179                  0.047284 
1012          0.888704             0.843290                  0.045414 
1013          0.901296             0.843956                  0.057341 
1014          0.902315             0.844860                  0.057455 
1015          0.902222             0.846703                  0.055519 
1016          0.902870             0.849900                  0.052971 
1017          0.902685             0.850344                  0.052341 
1018          0.894722             0.849462                  0.045260 
1019          0.897593             0.850624                  0.046969 
1020          0.894907             0.851265                  0.043643 
1021          0.891574             0.850625                  0.040949 
1022          0.892778             0.847400                  0.045377 
1023          0.889444             0.848597                  0.040847 
1024          0.898519             0.850279                  0.048240 
1025          0.901852             0.852614                  0.049238 
1026          0.907593             0.853784                  0.053808 
1027          0.896481             0.853585                  0.042896 
1028          0.905185             0.854364                  0.050821 
1029          0.900370             0.854792                  0.045578 
1030          0.908796             0.857550                  0.051246 
1031          0.903704             0.858893                  0.044811 
1032          0.903148             0.858758                  0.044390 
1033          0.909722             0.857637                  0.052085 
1034          0.898241             0.856897                  0.041344 
1035          0.906481             0.856928                  0.049553 
1036          0.905556             0.857345                  0.048211 
1037          0.904815             0.859246                  0.045569 
1038          0.925370             0.859063                  0.066307 
1039          0.894630             0.858478                  0.036152 
1040          0.906204             0.860008                  0.046196 
1041          0.907685             0.859755                  0.047931 
1042          0.913889             0.860954                  0.052935 
1043          0.901389             0.862062                  0.039326 
1044          0.905741             0.862272                  0.043469 
1045          0.912963             0.858888                  0.054075 
1046          0.904815             0.858496                  0.046319 
1047          0.896019             0.859918                  0.036100 
1048          0.903889             0.860999                  0.042890 
1049          0.904815             0.857640                  0.047175 
1050          0.901389             0.859646                  0.041743 
1051          0.906111             0.859709                  0.046402 
1052          0.902870             0.857420                  0.045450 
1053          0.894352             0.858496                  0.035856 
1054          0.909444             0.859244                  0.050201 
1055          0.902315             0.860614                  0.041700 
1056          0.903981             0.860512                  0.043469 
1057          0.902130             0.860357                  0.041773 
1058          0.904167             0.859063                  0.045103 
1059          0.902222             0.857576                  0.044646 
1060          0.908426             0.858163                  0.050263 
1061          0.917593             0.860375                  0.057218 
1062          0.909722             0.861109                  0.048613 
1063          0.917963             0.865025                  0.052938 
1064          0.910833             0.866327                  0.044506 
1065          0.911759             0.865838                  0.045921 
1066          0.905278             0.865113                  0.040164 
1067          0.904352             0.863975                  0.040377 
1068          0.901574             0.860900                  0.040674 
1069          0.911481             0.859250                  0.052231 
1070          0.904074             0.861960                  0.042114 
1071          0.901944             0.859442                  0.042502 
1072          0.906481             0.859326                  0.047155 
1073          0.905648             0.861131                  0.044517 
1074          0.911852             0.862175                  0.049677 
1075          0.905000             0.861182                  0.043818 
1076          0.912963             0.862708                  0.050255 
1077          0.893889             0.862371                  0.031518 
1078          0.910185             0.861238                  0.048947 
1079          0.904352             0.864121                  0.040231 
1080          0.927037             0.866932                  0.060105 
1081          0.910093             0.865022                  0.045071 
1082          0.903241             0.866131                  0.037109 
1083          0.917500             0.867214                  0.050286 
1084          0.921296             0.869756                  0.051540 
1085          0.914722             0.871926                  0.042796 
1086          0.916481             0.872192                  0.044290 
1087          0.917222             0.868763                  0.048460 
1088          0.904167             0.868116                  0.036050 
1089          0.915093             0.866857                  0.048235 
1090          0.905370             0.863578                  0.041793 
1091          0.908519             0.861286                  0.047232 
1092          0.902500             0.861482                  0.041018 
1093          0.915278             0.861780                  0.053498 
1094          0.916204             0.863799                  0.052405 
1095          0.906296             0.863978                  0.042319 
1096          0.911481             0.863953                  0.047528 
1097          0.905741             0.864671                  0.041069 
1098          0.907500             0.865195                  0.042305 
1099          0.919815             0.864691                  0.055124 
1100          0.916574             0.866945                  0.049629 
1101          0.903796             0.868357                  0.035439 
1102          0.910926             0.871474                  0.039452 
1103          0.922407             0.868030                  0.054378 
1104          0.915000             0.870200                  0.044800 
1105          0.905093             0.871325                  0.033768 
1106          0.921389             0.872164                  0.049225 
1107          0.926574             0.873043                  0.053531 
1108          0.919259             0.875631                  0.043628 
1109          0.923333             0.876303                  0.047030 
1110          0.920370             0.875655                  0.044715 
1111          0.910463             0.874210                  0.036253 
1112          0.911296             0.873300                  0.037997 
1113          0.916944             0.873435                  0.043509 
1114          0.916481             0.873335                  0.043147 
1115          0.917500             0.875754                  0.041746 
1116          0.924444             0.874103                  0.050341 
1117          0.920370             0.873868                  0.046502 
1118          0.912778             0.875881                  0.036896 
1119          0.918611             0.875435                  0.043176 
1120          0.912778             0.875453                  0.037325 
1121          0.914444             0.875275                  0.039169 
1122          0.912593             0.876997                  0.035596 
1123          0.925926             0.876495                  0.049431 
1124          0.923704             0.878110                  0.045594 
1125          0.923056             0.875830                  0.047225 
1126          0.920648             0.875491                  0.045157 
1127          0.926759             0.875243                  0.051517 
1128          0.910093             0.873564                  0.036528 
1129          0.915185             0.871652                  0.043533 
1130          0.912500             0.870386                  0.042114 
1131          0.919722             0.869559                  0.050163 
1132          0.915556             0.868822                  0.046733 
1133          0.921574             0.869471                  0.052103 
1134          0.918241             0.867948                  0.050293 
1135          0.909167             0.866538                  0.042628 
1136          0.906389             0.864447                  0.041942 
1137          0.908704             0.863739                  0.044964 
1138          0.905833             0.863643                  0.042190 
1139          0.913241             0.863783                  0.049458 
1140          0.905185             0.862001                  0.043184 
1141          0.909722             0.863775                  0.045947 
1142          0.905556             0.863801                  0.041754 
1143          0.920556             0.862419                  0.058137 
1144          0.903704             0.862030                  0.041674 
1145          0.909722             0.861864                  0.047858 
1146          0.908333             0.862993                  0.045341 
1147          0.919352             0.863402                  0.055950 
1148          0.906481             0.863569                  0.042912 
1149          0.907315             0.866467                  0.040848 
1150          0.902778             0.866731                  0.036046 
1151          0.904722             0.867694                  0.037028 
1152          0.910370             0.865991                  0.044379 
1153          0.912037             0.866219                  0.045818 
1154          0.902407             0.865125                  0.037282 
1155          0.909167             0.862022                  0.047144 
1156          0.906944             0.860134                  0.046810 
1157          0.908148             0.860358                  0.047790 
1158          0.900741             0.865239                  0.035501 
1159          0.908426             0.863085                  0.045341 
1160          0.909907             0.864091                  0.045816 
1161          0.915463             0.866708                  0.048755 
1162          0.907037             0.867487                  0.039550 
1163          0.906019             0.867345                  0.038674 
1164          0.909907             0.865325                  0.044582 
1165          0.906667             0.864522                  0.042145 
1166          0.913796             0.865423                  0.048374 
1167          0.914815             0.865438                  0.049377 
1168          0.907315             0.866167                  0.041148 
1169          0.912315             0.865928                  0.046387 
1170          0.904259             0.866176                  0.038083 
1171          0.909074             0.864960                  0.044114 
1172          0.912315             0.865255                  0.047060 
1173          0.911019             0.863781                  0.047237 
1174          0.906111             0.863673                  0.042438 
1175          0.903611             0.863464                  0.040147 
1176          0.907778             0.863913                  0.043864 
1177          0.903704             0.863395                  0.040309 
1178          0.912593             0.864622                  0.047970 
1179          0.902315             0.861805                  0.040510 
1180          0.899815             0.862613                  0.037202 
1181          0.913241             0.860152                  0.053089 
1182          0.896944             0.864654                  0.032290 
1183          0.908981             0.864804                  0.044177 
1184          0.906852             0.863375                  0.043477 
1185          0.909259             0.861124                  0.048135 
1186          0.906389             0.864098                  0.042291 
1187          0.904259             0.864513                  0.039746 
1188          0.914907             0.866315                  0.048592 
1189          0.922778             0.865037                  0.057741 
1190          0.908796             0.864071                  0.044725 
1191          0.903241             0.862060                  0.041181 
1192          0.904444             0.863201                  0.041244 
1193          0.914444             0.863802                  0.050642 
1194          0.907870             0.863367                  0.044504 
1195          0.907870             0.863630                  0.044240 
1196          0.912685             0.862997                  0.049688 
1197          0.905556             0.862784                  0.042772 
1198          0.908704             0.862056                  0.046647 
1199          0.902222             0.860011                  0.042212 
1200          0.905648             0.859981                  0.045667 
1201          0.907500             0.858098                  0.049402 
1202          0.901481             0.859727                  0.041755 
1203          0.905370             0.860390                  0.044980 
1204          0.902222             0.860536                  0.041686 
1205          0.902500             0.859993                  0.042507 
1206          0.901296             0.862825                  0.038471 
1207          0.906296             0.864663                  0.041634 
1208          0.901667             0.862967                  0.038700 
1209          0.907963             0.860744                  0.047219 
1210          0.919352             0.861006                  0.058346 
1211          0.907778             0.862331                  0.045447 
1212          0.908981             0.861756                  0.047226 
1213          0.919815             0.867429                  0.052386 
1214          0.908426             0.868801                  0.039625 
1215          0.908241             0.868232                  0.040009 
1216          0.918148             0.868693                  0.049455 
1217          0.915000             0.866417                  0.048583 
1218          0.906852             0.865301                  0.041550 
1219          0.903889             0.864736                  0.039153 
1220          0.910463             0.863873                  0.046590 
1221          0.903519             0.862735                  0.040783 
1222          0.911019             0.864326                  0.046692 
1223          0.911019             0.865519                  0.045500 
1224          0.927315             0.867675                  0.059639 
1225          0.926852             0.870873                  0.055979 
1226          0.917407             0.872082                  0.045325 
1227          0.917407             0.870897                  0.046511 
1228          0.912870             0.871454                  0.041417 
1229          0.910000             0.871262                  0.038738 
1230          0.914630             0.871626                  0.043003 
1231          0.928704             0.872450                  0.056253 
1232          0.916019             0.871259                  0.044759 
1233          0.916852             0.871908                  0.044944 
1234          0.925278             0.874709                  0.050569 
1235          0.914259             0.873329                  0.040931 
1236          0.921574             0.872624                  0.048950 
1237          0.918426             0.873503                  0.044923 
1238          0.918519             0.871093                  0.047426 
1239          0.920093             0.871058                  0.049034 
1240          0.925093             0.874419                  0.050673 
1241          0.917963             0.872754                  0.045209 
1242          0.912870             0.873917                  0.038953 
1243          0.916019             0.873000                  0.043019 
1244          0.916389             0.874359                  0.042030 
1245          0.915556             0.874603                  0.040952 
1246          0.909815             0.873347                  0.036468 
1247          0.915370             0.876245                  0.039125 
1248          0.921667             0.874309                  0.047357 
1249          0.924167             0.873042                  0.051125 
1250          0.925093             0.870901                  0.054192 
1251          0.921204             0.872783                  0.048420 
1252          0.920370             0.873992                  0.046379 
1253          0.920648             0.875996                  0.044652 
1254          0.915463             0.875439                  0.040024 
1255          0.914907             0.875119                  0.039789 
1256          0.915093             0.872375                  0.042718 
1257          0.913611             0.872170                  0.041441 
1258          0.920278             0.876998                  0.043280 
1259          0.923333             0.876095                  0.047238 
1260          0.925185             0.874147                  0.051038 
1261          0.926389             0.873477                  0.052912 
1262          0.910370             0.873619                  0.036752 
1263          0.916296             0.875016                  0.041281 
1264          0.924722             0.876839                  0.047883 
1265          0.925926             0.877497                  0.048429 
1266          0.925463             0.878046                  0.047417 
1267          0.922778             0.876907                  0.045870 
1268          0.917963             0.877018                  0.040945 
1269          0.923333             0.879533                  0.043800 
1270          0.925463             0.880310                  0.045153 
1271          0.922407             0.882844                  0.039564 
1272          0.918704             0.880893                  0.037811 
1273          0.919537             0.880028                  0.039509 
1274          0.926759             0.879779                  0.046981 
1275          0.925463             0.879891                  0.045572 
1276          0.916759             0.879713                  0.037047 
1277          0.917963             0.876570                  0.041393 
1278          0.918519             0.875417                  0.043101 
1279          0.923241             0.875206                  0.048035 
1280          0.912500             0.874417                  0.038083 
1281          0.912963             0.873734                  0.039229 
1282          0.920000             0.873512                  0.046488 
1283          0.925556             0.873570                  0.051986 
1284          0.932222             0.872663                  0.059559 
1285          0.924167             0.872938                  0.051228 
1286          0.921759             0.872826                  0.048933 
1287          0.916574             0.874414                  0.042160 
1288          0.911759             0.873801                  0.037958 
1289          0.918611             0.874120                  0.044491 
1290          0.920093             0.873354                  0.046739 
1291          0.918426             0.870456                  0.047970 
1292          0.908981             0.871158                  0.037824 
1293          0.929074             0.871830                  0.057244 
1294          0.920648             0.869164                  0.051484 
1295          0.926481             0.872297                  0.054185 
1296          0.918241             0.870567                  0.047674 
1297          0.908333             0.873012                  0.035322 
1298          0.917500             0.874086                  0.043414 
1299          0.920463             0.876273                  0.044190 
1300          0.917407             0.876925                  0.040483 
1301          0.927685             0.877757                  0.049928 
1302          0.921481             0.880265                  0.041216 
1303          0.930093             0.878294                  0.051799 
1304          0.931852             0.879462                  0.052389 
1305          0.924537             0.877269                  0.047268 
1306          0.916944             0.876564                  0.040381 
1307          0.919444             0.876378                  0.043066 
1308          0.920833             0.872652                  0.048181 
1309          0.913426             0.872617                  0.040809 
1310          0.917685             0.874356                  0.043330 
1311          0.917685             0.873382                  0.044303 
1312          0.919444             0.874793                  0.044651 
1313          0.923981             0.874917                  0.049065 
1314          0.920741             0.874639                  0.046101 
1315          0.916019             0.872567                  0.043451 
1316          0.913519             0.874074                  0.039445 
1317          0.918796             0.876840                  0.041956 
1318          0.922407             0.874156                  0.048252 
1319          0.918056             0.875035                  0.043020 
1320          0.912315             0.876862                  0.035453 
1321          0.928704             0.877536                  0.051168 
1322          0.926667             0.878756                  0.047911 
1323          0.923611             0.878618                  0.044993 
1324          0.919722             0.880308                  0.039414 
1325          0.916759             0.878551                  0.038208 
1326          0.922037             0.877779                  0.044258 
1327          0.922407             0.874651                  0.047756 
1328          0.933519             0.876821                  0.056698 
1329          0.915648             0.877594                  0.038055 
1330          0.914167             0.878274                  0.035893 
1331          0.922500             0.877200                  0.045300 
1332          0.914167             0.875739                  0.038427 
1333          0.919630             0.874877                  0.044752 
1334          0.922222             0.875807                  0.046415 
1335          0.919352             0.874208                  0.045144 
1336          0.917130             0.872562                  0.044567 
1337          0.917593             0.870313                  0.047280 
1338          0.930926             0.870444                  0.060482 
1339          0.919352             0.877032                  0.042320 
1340          0.915926             0.876545                  0.039381 
1341          0.923333             0.877901                  0.045432 
1342          0.924722             0.877894                  0.046828 
1343          0.928426             0.878576                  0.049850 
1344          0.927315             0.878332                  0.048982 
1345          0.930093             0.879465                  0.050627 
1346          0.922870             0.879021                  0.043849 
1347          0.916852             0.877645                  0.039206 
1348          0.924722             0.877642                  0.047081 
1349          0.925185             0.876811                  0.048375 
1350          0.921389             0.874740                  0.046649 
1351          0.914722             0.873159                  0.041563 
1352          0.916944             0.875205                  0.041739 
1353          0.918519             0.875072                  0.043447 
1354          0.924167             0.875161                  0.049006 
1355          0.922130             0.876887                  0.045243 
1356          0.940833             0.878582                  0.062251 
1357          0.921204             0.880753                  0.040451 
1358          0.926481             0.881756                  0.044726 
1359          0.924444             0.880394                  0.044050 
1360          0.926481             0.881129                  0.045352 
1361          0.924815             0.883042                  0.041773 
1362          0.930278             0.884613                  0.045664 
1363          0.926204             0.886824                  0.039380 
1364          0.935833             0.884898                  0.050936 
1365          0.929074             0.886557                  0.042517 
1366          0.925278             0.887701                  0.037576 
1367          0.924722             0.888838                  0.035884 
1368          0.927778             0.888893                  0.038885 
1369          0.933426             0.887836                  0.045590 
1370          0.934352             0.886432                  0.047919 
1371          0.926111             0.889177                  0.036934 
1372          0.935556             0.889122                  0.046433 
1373          0.945463             0.890009                  0.055454 
1374          0.928704             0.890371                  0.038333 
1375          0.924630             0.889101                  0.035529 
1376          0.933889             0.889581                  0.044308 
1377          0.942037             0.889631                  0.052406 
1378          0.933148             0.888269                  0.044879 
1379          0.930648             0.888609                  0.042039 
1380          0.934815             0.889581                  0.045233 
1381          0.933241             0.891650                  0.041591 
1382          0.940370             0.892815                  0.047556 
1383          0.931204             0.891494                  0.039710 
1384          0.935556             0.894957                  0.040599 
1385          0.933611             0.894615                  0.038996 
1386          0.932222             0.896420                  0.035802 
1387          0.939074             0.895640                  0.043434 
1388          0.939722             0.896503                  0.043219 
1389          0.943981             0.896894                  0.047088 
1390          0.935278             0.895821                  0.039456 
1391          0.936852             0.892054                  0.044798 
1392          0.930833             0.892037                  0.038797 
1393          0.941574             0.892494                  0.049080 
1394          0.934444             0.889927                  0.044518 
1395          0.927870             0.889168                  0.038703 
1396          0.935185             0.890902                  0.044283 
1397          0.924444             0.889250                  0.035194 
1398          0.929815             0.887875                  0.041940 
1399          0.930370             0.886100                  0.044270 
1400          0.935741             0.885393                  0.050348 
1401          0.936111             0.887908                  0.048203 
1402          0.929167             0.887939                  0.041228 
1403          0.931852             0.887134                  0.044718 
1404          0.925278             0.887127                  0.038150 
1405          0.927130             0.885557                  0.041572 
1406          0.928519             0.885337                  0.043181 
1407          0.920370             0.886236                  0.034135 
1408          0.925556             0.884215                  0.041341 
1409          0.926759             0.879348                  0.047412 
1410          0.916389             0.877575                  0.038814 
1411          0.919352             0.873023                  0.046329 
1412          0.910648             0.874010                  0.036638 
1413          0.913704             0.872619                  0.041084 
1414          0.914630             0.874591                  0.040038 
1415          0.918148             0.874282                  0.043866 
1416          0.929630             0.873495                  0.056135 
1417          0.922685             0.874965                  0.047720 
1418          0.932593             0.875592                  0.057000 
1419          0.930278             0.875838                  0.054440 
1420          0.928148             0.875374                  0.052775 
1421          0.917778             0.877132                  0.040646 
1422          0.913426             0.875787                  0.037639 
1423          0.921944             0.874638                  0.047306 
1424          0.921111             0.875086                  0.046025 
1425          0.925648             0.876891                  0.048757 
1426          0.927778             0.876844                  0.050934 
1427          0.929259             0.877416                  0.051844 
1428          0.932685             0.876625                  0.056061 
1429          0.911944             0.874080                  0.037864 
1430          0.910370             0.874142                  0.036228 
1431          0.918611             0.872790                  0.045821 
1432          0.912778             0.873077                  0.039700 
1433          0.921296             0.873347                  0.047950 
1434          0.916481             0.874626                  0.041855 
1435          0.916204             0.876369                  0.039835 
1436          0.932870             0.876751                  0.056119 
1437          0.915463             0.877578                  0.037885 
1438          0.915648             0.876128                  0.039520 
1439          0.916759             0.875608                  0.041151 
1440          0.936111             0.878531                  0.057581 
1441          0.914444             0.874958                  0.039486 
1442          0.923981             0.874617                  0.049365 
