Generation 	 MaximumFitness 	 AverageFitness 	 GeneticDiversity 
1443          0.908426             0.872871                  0.035555 
1444          0.917407             0.874031                  0.043376 
1445          0.917685             0.875442                  0.042243 
1446          0.921389             0.876572                  0.044817 
1447          0.915463             0.878699                  0.036764 
1448          0.925833             0.878469                  0.047365 
1449          0.919722             0.878735                  0.040987 
1450          0.927407             0.880920                  0.046487 
1451          0.921667             0.878626                  0.043040 
1452          0.914167             0.879500                  0.034667 
1453          0.919444             0.880274                  0.039170 
1454          0.923056             0.878465                  0.044590 
1455          0.916111             0.879689                  0.036422 
1456          0.918611             0.878923                  0.039688 
1457          0.917037             0.877134                  0.039903 
1458          0.938704             0.874178                  0.064526 
1459          0.913889             0.874090                  0.039799 
1460          0.924722             0.873603                  0.051119 
1461          0.918148             0.871344                  0.046804 
1462          0.906852             0.870987                  0.035865 
1463          0.914537             0.869654                  0.044883 
1464          0.916667             0.870545                  0.046122 
1465          0.913611             0.871694                  0.041917 
1466          0.917778             0.871162                  0.046616 
1467          0.920926             0.873763                  0.047163 
1468          0.915556             0.869925                  0.045631 
1469          0.915093             0.872204                  0.042889 
1470          0.920833             0.872715                  0.048118 
1471          0.924352             0.872714                  0.051638 
1472          0.917130             0.872739                  0.044390 
1473          0.919259             0.871419                  0.047841 
1474          0.918426             0.872100                  0.046325 
1475          0.913611             0.872174                  0.041437 
1476          0.915556             0.872824                  0.042732 
1477          0.922130             0.873859                  0.048270 
1478          0.913241             0.873502                  0.039739 
1479          0.923519             0.875585                  0.047933 
1480          0.923056             0.876993                  0.046063 
1481          0.931296             0.878445                  0.052851 
1482          0.923333             0.880579                  0.042754 
1483          0.927685             0.878671                  0.049014 
1484          0.924907             0.878224                  0.046683 
1485          0.922315             0.877457                  0.044857 
1486          0.918704             0.877118                  0.041586 
1487          0.920185             0.874756                  0.045429 
1488          0.922593             0.878817                  0.043775 
1489          0.918981             0.878000                  0.040981 
1490          0.925370             0.879482                  0.045888 
1491          0.931019             0.881192                  0.049827 
1492          0.920926             0.879685                  0.041241 
1493          0.923333             0.879317                  0.044017 
1494          0.922315             0.879439                  0.042876 
1495          0.920556             0.878225                  0.042330 
1496          0.920185             0.877911                  0.042274 
1497          0.928148             0.876573                  0.051575 
1498          0.934444             0.877376                  0.057068 
1499          0.941574             0.880955                  0.060619 
1500          0.936759             0.880917                  0.055842 
1501          0.917130             0.879077                  0.038053 
1502          0.918611             0.878066                  0.040545 
1503          0.937778             0.877947                  0.059831 
1504          0.924907             0.879133                  0.045775 
1505          0.920000             0.882914                  0.037086 
1506          0.923056             0.883236                  0.039819 
1507          0.920370             0.881308                  0.039063 
1508          0.921204             0.881140                  0.040063 
1509          0.925926             0.880450                  0.045476 
1510          0.921852             0.880507                  0.041344 
1511          0.917037             0.878915                  0.038122 
1512          0.927407             0.879222                  0.048185 
1513          0.916759             0.877026                  0.039733 
1514          0.925741             0.876320                  0.049421 
1515          0.918056             0.874799                  0.043257 
1516          0.910926             0.872489                  0.038437 
1517          0.915463             0.872107                  0.043356 
1518          0.905370             0.870600                  0.034771 
1519          0.916019             0.868351                  0.047667 
1520          0.921944             0.871514                  0.050431 
1521          0.915278             0.872788                  0.042490 
1522          0.920648             0.873613                  0.047036 
1523          0.923889             0.875772                  0.048117 
1524          0.923704             0.872571                  0.051133 
1525          0.920463             0.872401                  0.048062 
1526          0.923056             0.870159                  0.052897 
1527          0.926759             0.871846                  0.054913 
1528          0.929722             0.874647                  0.055075 
1529          0.925926             0.878206                  0.047720 
1530          0.920185             0.878492                  0.041694 
1531          0.928241             0.881255                  0.046986 
1532          0.915370             0.879757                  0.035613 
1533          0.931296             0.880405                  0.050891 
1534          0.925463             0.881298                  0.044165 
1535          0.928056             0.880325                  0.047730 
1536          0.923241             0.882587                  0.040654 
1537          0.926944             0.879537                  0.047407 
1538          0.928333             0.875468                  0.052865 
1539          0.916667             0.873009                  0.043658 
1540          0.918889             0.873963                  0.044925 
1541          0.912870             0.873174                  0.039696 
1542          0.921852             0.876042                  0.045810 
1543          0.925278             0.876471                  0.048806 
1544          0.922037             0.877591                  0.044446 
1545          0.920278             0.875970                  0.044307 
1546          0.919907             0.876012                  0.043895 
1547          0.916204             0.874503                  0.041700 
1548          0.922222             0.874447                  0.047775 
1549          0.917870             0.874044                  0.043826 
1550          0.913889             0.874459                  0.039430 
1551          0.920556             0.870688                  0.049867 
1552          0.935370             0.872046                  0.063325 
1553          0.920185             0.870833                  0.049352 
1554          0.913704             0.871350                  0.042353 
1555          0.920185             0.871864                  0.048321 
1556          0.927407             0.872427                  0.054980 
1557          0.916389             0.870816                  0.045573 
1558          0.927500             0.869121                  0.058379 
1559          0.908519             0.867979                  0.040539 
1560          0.921574             0.869353                  0.052221 
1561          0.909352             0.867756                  0.041596 
1562          0.907870             0.867016                  0.040855 
1563          0.910000             0.866859                  0.043141 
1564          0.910556             0.867143                  0.043413 
1565          0.915000             0.868026                  0.046974 
1566          0.920185             0.864934                  0.055251 
1567          0.914444             0.866180                  0.048264 
1568          0.912037             0.867049                  0.044988 
1569          0.910833             0.867858                  0.042975 
1570          0.917407             0.867576                  0.049831 
1571          0.908519             0.868687                  0.039831 
1572          0.918426             0.869170                  0.049256 
1573          0.916019             0.869684                  0.046334 
1574          0.908426             0.868765                  0.039661 
1575          0.910833             0.868461                  0.042373 
1576          0.909815             0.867034                  0.042781 
1577          0.915648             0.868040                  0.047608 
1578          0.916111             0.869927                  0.046184 
1579          0.905370             0.867676                  0.037694 
1580          0.914352             0.867791                  0.046561 
1581          0.919630             0.868481                  0.051149 
1582          0.916111             0.865844                  0.050267 
1583          0.924444             0.865391                  0.059054 
1584          0.930370             0.867489                  0.062881 
1585          0.920463             0.868601                  0.051862 
1586          0.919907             0.871604                  0.048303 
1587          0.918981             0.873657                  0.045325 
1588          0.922593             0.874768                  0.047825 
1589          0.914722             0.873695                  0.041027 
1590          0.920370             0.873466                  0.046904 
1591          0.913148             0.874412                  0.038737 
1592          0.916019             0.873031                  0.042987 
1593          0.916111             0.873966                  0.042145 
1594          0.922222             0.872740                  0.049482 
1595          0.918056             0.874330                  0.043726 
1596          0.920926             0.874440                  0.046486 
1597          0.922407             0.874618                  0.047790 
1598          0.927130             0.873487                  0.053643 
1599          0.929074             0.876041                  0.053033 
1600          0.929722             0.876374                  0.053349 
1601          0.919815             0.872862                  0.046953 
1602          0.928519             0.875853                  0.052665 
1603          0.931944             0.876041                  0.055904 
1604          0.924259             0.879086                  0.045173 
1605          0.926204             0.878653                  0.047551 
1606          0.922685             0.879765                  0.042920 
1607          0.925278             0.882033                  0.043244 
1608          0.924167             0.883270                  0.040896 
1609          0.922593             0.883776                  0.038816 
1610          0.933426             0.886293                  0.047133 
1611          0.935463             0.885853                  0.049610 
1612          0.932963             0.888506                  0.044456 
1613          0.925000             0.887806                  0.037194 
1614          0.927593             0.890640                  0.036952 
1615          0.929537             0.890243                  0.039294 
1616          0.933796             0.889732                  0.044064 
1617          0.931481             0.890277                  0.041205 
1618          0.924444             0.886777                  0.037667 
1619          0.931667             0.888559                  0.043108 
1620          0.930463             0.887939                  0.042524 
1621          0.930926             0.886646                  0.044280 
1622          0.929907             0.885181                  0.044727 
1623          0.923056             0.885166                  0.037890 
1624          0.920926             0.882938                  0.037988 
1625          0.929167             0.883501                  0.045666 
1626          0.928796             0.882955                  0.045842 
1627          0.927222             0.883542                  0.043681 
1628          0.930185             0.885509                  0.044676 
1629          0.929907             0.887084                  0.042823 
1630          0.933056             0.886152                  0.046903 
1631          0.934630             0.888838                  0.045791 
1632          0.925278             0.886359                  0.038919 
1633          0.931944             0.888073                  0.043872 
1634          0.930370             0.888129                  0.042242 
1635          0.930463             0.887028                  0.043435 
1636          0.928519             0.884430                  0.044089 
1637          0.937130             0.886316                  0.050813 
1638          0.923889             0.884011                  0.039878 
1639          0.925556             0.886255                  0.039300 
1640          0.924167             0.887276                  0.036890 
1641          0.935648             0.886817                  0.048831 
1642          0.929444             0.886112                  0.043332 
1643          0.933148             0.886959                  0.046189 
1644          0.932407             0.888863                  0.043544 
1645          0.934815             0.890624                  0.044191 
1646          0.931389             0.891234                  0.040155 
1647          0.932500             0.889666                  0.042834 
1648          0.932685             0.887020                  0.045665 
1649          0.925370             0.885241                  0.040129 
1650          0.926944             0.886600                  0.040345 
1651          0.931019             0.887937                  0.043082 
1652          0.931759             0.885809                  0.045950 
1653          0.934907             0.888992                  0.045916 
1654          0.938148             0.891161                  0.046987 
1655          0.937130             0.894106                  0.043024 
1656          0.942500             0.893694                  0.048806 
1657          0.946296             0.894861                  0.051436 
1658          0.938241             0.892381                  0.045860 
1659          0.944444             0.895774                  0.048671 
1660          0.937130             0.894669                  0.042461 
1661          0.930833             0.894494                  0.036339 
1662          0.927500             0.891845                  0.035655 
1663          0.928889             0.890942                  0.037947 
1664          0.939259             0.891325                  0.047935 
1665          0.937778             0.890330                  0.047448 
1666          0.932500             0.889234                  0.043266 
1667          0.934537             0.888438                  0.046100 
1668          0.937778             0.890358                  0.047419 
1669          0.925463             0.890844                  0.034619 
1670          0.927778             0.887942                  0.039836 
1671          0.934537             0.886828                  0.047709 
1672          0.917870             0.886884                  0.030986 
1673          0.927315             0.883973                  0.043342 
1674          0.934074             0.885725                  0.048349 
1675          0.921667             0.885957                  0.035710 
1676          0.933796             0.885500                  0.048297 
1677          0.928426             0.885166                  0.043260 
1678          0.936667             0.884878                  0.051788 
1679          0.932778             0.888304                  0.044474 
1680          0.928241             0.885746                  0.042495 
1681          0.928333             0.886874                  0.041460 
1682          0.931111             0.886258                  0.044853 
1683          0.931019             0.886632                  0.044387 
1684          0.917315             0.885420                  0.031895 
1685          0.936111             0.884144                  0.051967 
1686          0.926944             0.885750                  0.041194 
1687          0.932778             0.885124                  0.047654 
1688          0.928611             0.882726                  0.045885 
1689          0.925370             0.882622                  0.042748 
1690          0.925741             0.882356                  0.043385 
1691          0.923426             0.882336                  0.041090 
1692          0.921204             0.880829                  0.040375 
1693          0.924537             0.880071                  0.044466 
1694          0.929352             0.881480                  0.047872 
1695          0.933519             0.879240                  0.054278 
1696          0.941944             0.878373                  0.063572 
1697          0.920556             0.882190                  0.038366 
1698          0.936944             0.882285                  0.054659 
1699          0.940278             0.879364                  0.060913 
1700          0.928611             0.877808                  0.050803 
1701          0.934074             0.876616                  0.057458 
1702          0.914167             0.874312                  0.039854 
1703          0.911296             0.873086                  0.038211 
1704          0.921296             0.873331                  0.047966 
1705          0.918241             0.872252                  0.045989 
1706          0.917963             0.873111                  0.044852 
1707          0.921852             0.873915                  0.047937 
1708          0.931204             0.873340                  0.057863 
1709          0.923426             0.873976                  0.049450 
1710          0.915093             0.875480                  0.039613 
1711          0.923889             0.874201                  0.049688 
1712          0.916667             0.876244                  0.040422 
1713          0.920278             0.878282                  0.041996 
1714          0.919074             0.879696                  0.039378 
1715          0.926574             0.880788                  0.045786 
1716          0.921111             0.880908                  0.040203 
1717          0.916667             0.880581                  0.036086 
1718          0.927222             0.880925                  0.046297 
1719          0.920648             0.881934                  0.038714 
1720          0.925556             0.879950                  0.045605 
1721          0.912130             0.879435                  0.032694 
1722          0.921019             0.877315                  0.043704 
1723          0.918241             0.877142                  0.041099 
1724          0.915370             0.876068                  0.039303 
1725          0.930185             0.875419                  0.054766 
1726          0.926944             0.874959                  0.051986 
1727          0.928704             0.874447                  0.054257 
1728          0.916296             0.875976                  0.040320 
1729          0.922315             0.873862                  0.048453 
1730          0.914537             0.871989                  0.042548 
1731          0.914630             0.874339                  0.040291 
1732          0.917037             0.876226                  0.040811 
1733          0.914259             0.878440                  0.035819 
1734          0.915556             0.876316                  0.039240 
1735          0.934907             0.877427                  0.057481 
1736          0.922500             0.879187                  0.043313 
1737          0.928241             0.878482                  0.049759 
1738          0.917870             0.880962                  0.036909 
1739          0.914167             0.878683                  0.035484 
1740          0.915000             0.876300                  0.038700 
1741          0.916759             0.874289                  0.042470 
1742          0.912130             0.872080                  0.040050 
1743          0.925741             0.869642                  0.056099 
1744          0.921852             0.871112                  0.050740 
1745          0.913056             0.871612                  0.041443 
1746          0.912315             0.872703                  0.039612 
1747          0.909907             0.872043                  0.037864 
1748          0.912593             0.870843                  0.041750 
1749          0.914815             0.871150                  0.043665 
1750          0.920278             0.873390                  0.046888 
1751          0.924630             0.874742                  0.049888 
1752          0.928519             0.875872                  0.052647 
1753          0.920648             0.876666                  0.043982 
1754          0.936389             0.875565                  0.060824 
1755          0.937315             0.876132                  0.061183 
1756          0.926111             0.874820                  0.051291 
1757          0.925741             0.875277                  0.050463 
1758          0.914074             0.876824                  0.037250 
1759          0.917778             0.876346                  0.041431 
1760          0.929352             0.878368                  0.050984 
1761          0.919352             0.879061                  0.040291 
1762          0.924259             0.882271                  0.041988 
1763          0.924444             0.884998                  0.039447 
1764          0.914815             0.882481                  0.032334 
1765          0.924815             0.881658                  0.043156 
1766          0.928889             0.879600                  0.049289 
1767          0.918704             0.878510                  0.040194 
1768          0.926944             0.878259                  0.048686 
1769          0.922037             0.879602                  0.042435 
1770          0.916667             0.879659                  0.037008 
1771          0.917778             0.876128                  0.041650 
1772          0.921481             0.876452                  0.045030 
1773          0.934815             0.877880                  0.056935 
1774          0.932963             0.876528                  0.056435 
1775          0.921111             0.875912                  0.045199 
1776          0.935833             0.878990                  0.056843 
1777          0.922778             0.876947                  0.045831 
1778          0.924630             0.879416                  0.045213 
1779          0.926389             0.881541                  0.044848 
1780          0.927037             0.880011                  0.047026 
1781          0.925463             0.880246                  0.045217 
1782          0.924537             0.879519                  0.045018 
1783          0.924907             0.875606                  0.049302 
1784          0.914815             0.875446                  0.039369 
1785          0.926111             0.875429                  0.050682 
1786          0.928704             0.878243                  0.050461 
1787          0.924259             0.878769                  0.045490 
1788          0.926852             0.878832                  0.048019 
1789          0.920648             0.877838                  0.042810 
1790          0.932407             0.879276                  0.053131 
1791          0.922037             0.878502                  0.043535 
1792          0.923241             0.877831                  0.045409 
1793          0.921204             0.878387                  0.042816 
1794          0.918889             0.879141                  0.039748 
1795          0.919074             0.879486                  0.039588 
1796          0.924074             0.880217                  0.043857 
1797          0.926481             0.881102                  0.045380 
1798          0.929722             0.880545                  0.049177 
1799          0.933519             0.880733                  0.052786 
1800          0.927130             0.880972                  0.046157 
1801          0.919722             0.880154                  0.039568 
1802          0.923704             0.882376                  0.041327 
1803          0.926944             0.879877                  0.047067 
1804          0.924352             0.878825                  0.045526 
1805          0.917037             0.876866                  0.040171 
1806          0.922685             0.875356                  0.047330 
1807          0.918426             0.873805                  0.044621 
1808          0.921574             0.875532                  0.046042 
1809          0.927593             0.878371                  0.049221 
1810          0.928796             0.877311                  0.051486 
1811          0.923796             0.879060                  0.044736 
1812          0.919167             0.877136                  0.042031 
1813          0.917685             0.880437                  0.037248 
1814          0.926852             0.881225                  0.045626 
1815          0.917130             0.879679                  0.037450 
1816          0.920000             0.879836                  0.040164 
1817          0.918704             0.878791                  0.039913 
1818          0.938519             0.878948                  0.059570 
1819          0.927870             0.880823                  0.047048 
1820          0.927222             0.879459                  0.047763 
1821          0.917315             0.877460                  0.039855 
1822          0.927778             0.876911                  0.050867 
1823          0.928148             0.876225                  0.051924 
1824          0.916759             0.877056                  0.039704 
1825          0.918426             0.876639                  0.041787 
1826          0.915556             0.876817                  0.038739 
1827          0.928519             0.878119                  0.050400 
1828          0.915463             0.879304                  0.036159 
1829          0.918611             0.877276                  0.041335 
1830          0.920370             0.877200                  0.043170 
1831          0.928704             0.876330                  0.052374 
1832          0.924352             0.878214                  0.046137 
1833          0.921944             0.876110                  0.045834 
1834          0.927963             0.875592                  0.052371 
1835          0.937500             0.875593                  0.061907 
1836          0.921759             0.874838                  0.046921 
1837          0.909722             0.875961                  0.033761 
1838          0.921481             0.876339                  0.045143 
1839          0.940370             0.874554                  0.065816 
1840          0.938981             0.875563                  0.063419 
1841          0.919444             0.875239                  0.044206 
1842          0.926296             0.876765                  0.049531 
1843          0.917130             0.876783                  0.040346 
1844          0.939167             0.875262                  0.063905 
1845          0.921204             0.877142                  0.044062 
1846          0.929907             0.877484                  0.052423 
1847          0.925463             0.876433                  0.049030 
1848          0.933889             0.877099                  0.056790 
1849          0.917037             0.876390                  0.040647 
1850          0.920278             0.876468                  0.043810 
1851          0.916389             0.874186                  0.042203 
1852          0.921759             0.875804                  0.045955 
1853          0.928148             0.877314                  0.050834 
1854          0.923056             0.877218                  0.045838 
1855          0.928241             0.877510                  0.050731 
1856          0.922130             0.876571                  0.045558 
1857          0.926852             0.876294                  0.050558 
1858          0.927963             0.878934                  0.049029 
1859          0.923148             0.880238                  0.042910 
1860          0.924815             0.877843                  0.046972 
1861          0.924722             0.878193                  0.046530 
1862          0.933704             0.878166                  0.055538 
1863          0.925093             0.877424                  0.047669 
1864          0.917963             0.878035                  0.039928 
1865          0.915648             0.875989                  0.039659 
1866          0.916111             0.873117                  0.042994 
1867          0.918704             0.876644                  0.042060 
1868          0.933704             0.877581                  0.056123 
1869          0.920370             0.876870                  0.043500 
1870          0.924722             0.878044                  0.046678 
1871          0.925463             0.874940                  0.050523 
1872          0.922963             0.878076                  0.044887 
1873          0.932500             0.881181                  0.051319 
1874          0.917778             0.881248                  0.036530 
1875          0.918889             0.883865                  0.035024 
1876          0.933148             0.883349                  0.049799 
1877          0.919167             0.879774                  0.039393 
1878          0.926389             0.884216                  0.042173 
1879          0.921204             0.883897                  0.037306 
1880          0.937130             0.884538                  0.052591 
1881          0.927037             0.884373                  0.042664 
1882          0.928241             0.881693                  0.046548 
1883          0.934074             0.886942                  0.047132 
1884          0.932130             0.887004                  0.045126 
1885          0.923796             0.889216                  0.034580 
1886          0.925278             0.889677                  0.035601 
1887          0.925833             0.889565                  0.036268 
1888          0.928056             0.885831                  0.042225 
1889          0.932407             0.883992                  0.048415 
1890          0.930556             0.884394                  0.046162 
1891          0.920833             0.884230                  0.036603 
1892          0.919352             0.881392                  0.037960 
1893          0.922037             0.882099                  0.039938 
1894          0.926111             0.880602                  0.045509 
1895          0.925556             0.879638                  0.045917 
1896          0.926944             0.879465                  0.047479 
1897          0.917685             0.880239                  0.037446 
1898          0.927315             0.879551                  0.047764 
1899          0.916944             0.877315                  0.039630 
1900          0.913981             0.873886                  0.040095 
1901          0.921111             0.871734                  0.049377 
1902          0.914259             0.869973                  0.044287 
1903          0.920000             0.871091                  0.048909 
1904          0.930463             0.872522                  0.057941 
1905          0.921296             0.875899                  0.045398 
1906          0.926481             0.878480                  0.048001 
1907          0.932222             0.880608                  0.051614 
1908          0.918241             0.879539                  0.038701 
1909          0.926111             0.875969                  0.050142 
1910          0.928704             0.876777                  0.051926 
1911          0.917778             0.878195                  0.039583 
1912          0.925093             0.876508                  0.048584 
1913          0.934815             0.877442                  0.057373 
1914          0.925278             0.876916                  0.048362 
1915          0.926019             0.879593                  0.046426 
1916          0.923981             0.881369                  0.042612 
1917          0.921574             0.881953                  0.039621 
1918          0.931481             0.881485                  0.049996 
1919          0.926019             0.880280                  0.045739 
1920          0.923889             0.880601                  0.043288 
1921          0.937222             0.880195                  0.057027 
1922          0.925278             0.878074                  0.047204 
1923          0.922500             0.878412                  0.044088 
1924          0.921574             0.879707                  0.041867 
1925          0.918611             0.878922                  0.039689 
1926          0.926204             0.878547                  0.047657 
1927          0.921944             0.880668                  0.041277 
1928          0.921111             0.882221                  0.038890 
1929          0.925278             0.882686                  0.042592 
1930          0.922778             0.883114                  0.039664 
1931          0.923704             0.882092                  0.041612 
1932          0.923889             0.884148                  0.039741 
1933          0.943981             0.885888                  0.058094 
1934          0.930833             0.885634                  0.045199 
1935          0.934907             0.886860                  0.048047 
1936          0.932130             0.886029                  0.046101 
1937          0.923981             0.888088                  0.035893 
1938          0.933426             0.886752                  0.046674 
1939          0.929537             0.887907                  0.041630 
1940          0.929074             0.887902                  0.041172 
1941          0.929167             0.891331                  0.037836 
1942          0.934630             0.891480                  0.043150 
1943          0.935278             0.892169                  0.043109 
1944          0.934074             0.892888                  0.041186 
1945          0.938704             0.892478                  0.046225 
1946          0.939722             0.893406                  0.046317 
1947          0.933611             0.894734                  0.038877 
1948          0.932315             0.890350                  0.041965 
1949          0.932870             0.889237                  0.043633 
1950          0.929537             0.888537                  0.041000 
1951          0.925370             0.888666                  0.036705 
1952          0.926759             0.888099                  0.038660 
1953          0.927315             0.888153                  0.039162 
1954          0.925741             0.887820                  0.037921 
1955          0.923519             0.886850                  0.036668 
1956          0.940093             0.884986                  0.055106 
1957          0.936111             0.882740                  0.053371 
1958          0.932315             0.884124                  0.048191 
1959          0.931389             0.886103                  0.045286 
1960          0.920556             0.884246                  0.036310 
1961          0.926759             0.882875                  0.043884 
1962          0.919722             0.884917                  0.034805 
1963          0.935185             0.883004                  0.052181 
1964          0.933796             0.883310                  0.050487 
1965          0.941759             0.886998                  0.054761 
1966          0.940000             0.887981                  0.052019 
1967          0.928056             0.884168                  0.043887 
1968          0.920741             0.883969                  0.036772 
1969          0.934074             0.883694                  0.050380 
1970          0.930185             0.884646                  0.045539 
1971          0.930556             0.886899                  0.043657 
1972          0.930463             0.884825                  0.045638 
1973          0.933241             0.886533                  0.046707 
1974          0.942222             0.888208                  0.054014 
1975          0.936667             0.890624                  0.046043 
1976          0.936204             0.889635                  0.046569 
1977          0.939907             0.890107                  0.049800 
1978          0.933704             0.888940                  0.044764 
1979          0.931852             0.886860                  0.044992 
1980          0.938056             0.888427                  0.049629 
1981          0.924907             0.887354                  0.037554 
1982          0.927963             0.885445                  0.042518 
1983          0.927963             0.886294                  0.041669 
1984          0.932407             0.884371                  0.048037 
1985          0.924630             0.882442                  0.042188 
1986          0.922037             0.881302                  0.040735 
1987          0.932593             0.882015                  0.050577 
1988          0.936204             0.882418                  0.053786 
1989          0.928704             0.885030                  0.043674 
1990          0.930185             0.885966                  0.044219 
1991          0.926389             0.884437                  0.041952 
1992          0.930741             0.882580                  0.048161 
1993          0.922593             0.881169                  0.041424 
1994          0.915093             0.879892                  0.035201 
1995          0.919815             0.879681                  0.040134 
1996          0.915926             0.877126                  0.038800 
1997          0.919074             0.875359                  0.043715 
1998          0.932778             0.873063                  0.059714 
1999          0.933056             0.873315                  0.059741 
2000          0.000000             0.000000                  0.000000 
